filename,NOSE_x,NOSE_y,NOSE_score,LEFT_EYE_INNER_x,LEFT_EYE_INNER_y,LEFT_EYE_INNER_score,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_score,LEFT_EYE_OUTER_x,LEFT_EYE_OUTER_y,LEFT_EYE_OUTER_score,RIGHT_EYE_INNER_x,RIGHT_EYE_INNER_y,RIGHT_EYE_INNER_score,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_score,RIGHT_EYE_OUTER_x,RIGHT_EYE_OUTER_y,RIGHT_EYE_OUTER_score,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_score,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_score,MOUTH_LEFT_x,MOUTH_LEFT_y,MOUTH_LEFT_score,MOUTH_RIGHT_x,MOUTH_RIGHT_y,MOUTH_RIGHT_score,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_score,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_score,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_score,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_score,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_score,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_score,LEFT_PINKY_x,LEFT_PINKY_y,LEFT_PINKY_score,RIGHT_PINKY_x,RIGHT_PINKY_y,RIGHT_PINKY_score,LEFT_INDEX_x,LEFT_INDEX_y,LEFT_INDEX_score,RIGHT_INDEX_x,RIGHT_INDEX_y,RIGHT_INDEX_score,LEFT_THUMB_x,LEFT_THUMB_y,LEFT_THUMB_score,RIGHT_THUMB_x,RIGHT_THUMB_y,RIGHT_THUMB_score,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_score,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_score,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_score,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_score,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_score,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_score,LEFT_HEEL_x,LEFT_HEEL_y,LEFT_HEEL_score,RIGHT_HEEL_x,RIGHT_HEEL_y,RIGHT_HEEL_score,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,LEFT_FOOT_INDEX_score,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_score,class_no,class_name
Trikonasana/58499.jpg,0.6718797,0.3044096,0.9979513,0.68076307,0.29820275,0.99886274,0.68047285,0.29489046,0.9986274,0.67995214,0.29184026,0.99883324,0.6806212,0.30822897,0.99916744,0.6804687,0.31193447,0.998911,0.6799568,0.3152428,0.99911255,0.67413116,0.29127577,0.99830097,0.6751536,0.3199319,0.99935097,0.6647135,0.30223298,0.99845934,0.6643361,0.3144836,0.99917275,0.63838005,0.26141894,0.99969065,0.62656045,0.37461528,0.99978703,0.671185,0.16786046,0.9982095,0.6049177,0.47844476,0.99055535,0.6874775,0.08297193,0.9958236,0.59749514,0.58845097,0.87773997,0.6918087,0.0571028,0.9915766,0.5942416,0.6167778,0.82457626,0.6980709,0.055500686,0.9910074,0.59103274,0.6068292,0.80559695,0.69551766,0.06590819,0.98264414,0.595126,0.59551847,0.7766289,0.50168884,0.3524928,0.99990296,0.5253397,0.38588026,0.9995542,0.40836546,0.46351773,0.9388059,0.5715262,0.51122046,0.9693829,0.31145072,0.58402836,0.9797677,0.6055294,0.66770744,0.98136085,0.30025834,0.60208166,0.9803506,0.6017281,0.69472355,0.9776318,0.30135933,0.59882385,0.952,0.6418878,0.69618297,0.9503106,4,Trikonasana
Trikonasana/58695.jpg,0.5409227,0.67111623,0.9949511,0.54391956,0.6716365,0.9964761,0.5442276,0.671305,0.9956541,0.54424053,0.6706577,0.9960897,0.5444369,0.67654276,0.9977506,0.5443196,0.6778298,0.9977093,0.5439909,0.6787655,0.9973686,0.54462045,0.67727685,0.9956326,0.5430164,0.68666047,0.99655175,0.53921425,0.67917776,0.9943902,0.5390686,0.68695366,0.9934928,0.51270413,0.67145246,0.99981326,0.51741177,0.76401216,0.9994609,0.47810125,0.59121084,0.9447999,0.54405165,0.8423455,0.9880108,0.45356515,0.53032345,0.90551203,0.5692769,0.9333818,0.8817556,0.44364664,0.5068406,0.8385921,0.56782466,0.9798676,0.74449134,0.45128956,0.50919557,0.84728366,0.5710054,0.97417945,0.7225452,0.45323348,0.5186214,0.7798904,0.56732905,0.9610501,0.64025676,0.4222698,0.7882917,0.9995895,0.41440016,0.8126051,0.99905986,0.35941756,0.6845875,0.975977,0.38981304,0.6257417,0.7115515,0.28689855,0.62841034,0.96390057,0.35463786,0.47198665,0.85539055,0.27623475,0.62574977,0.92481273,0.3360419,0.453549,0.8204146,0.27870956,0.59642184,0.953763,0.3847122,0.41289216,0.82700837,4,Trikonasana
Trikonasana/58811.jpg,0.47154328,0.62500954,0.9992281,0.45569232,0.6185,0.99770975,0.45492613,0.61313534,0.99752957,0.45428032,0.60780686,0.9974407,0.45026693,0.6289409,0.99847335,0.448753,0.6349631,0.99714154,0.44820908,0.6378784,0.9960375,0.45509788,0.60817075,0.9949839,0.4590553,0.660358,0.9975426,0.4823426,0.6186464,0.9967854,0.48267323,0.6389082,0.99781203,0.49172658,0.5914602,0.99816173,0.48691756,0.73156834,0.9996706,0.48456645,0.47341037,0.9428304,0.46216464,0.8377563,0.8694539,0.47408676,0.35502696,0.82968533,0.4666698,0.9037117,0.50651777,0.4660461,0.32563388,0.76476955,0.45748323,0.92264646,0.4558584,0.467857,0.32236096,0.77808374,0.45476922,0.9206519,0.49120462,0.4746167,0.33540764,0.8294917,0.46094847,0.91321045,0.6575561,0.59440225,0.6323272,0.9266399,0.64901686,0.7011384,0.98974365,0.5300588,0.5140138,0.63931876,0.74452084,0.58414423,0.8798214,0.4793676,0.40526214,0.46853378,0.7660853,0.5025923,0.26563105,0.4848445,0.38973626,0.55126137,0.76122165,0.49869776,0.39477837,0.4365268,0.34294108,0.63605165,0.7946038,0.45929775,0.3455089,4,Trikonasana
Trikonasana/58838.jpg,0.5659593,0.5461328,0.9997999,0.58059204,0.542223,0.9998983,0.58248556,0.5377406,0.99990034,0.5843462,0.53292304,0.99991214,0.57561904,0.55079424,0.9998685,0.5739658,0.55245763,0.9998362,0.5721004,0.55418676,0.9997758,0.582243,0.51288366,0.9999424,0.5650115,0.5424497,0.99982506,0.5569633,0.527706,0.99992406,0.5521302,0.5396552,0.99982625,0.5265418,0.4128089,0.999759,0.4825886,0.55331063,0.9995701,0.5517475,0.2796179,0.97960097,0.47540763,0.67948955,0.99763644,0.591572,0.18321216,0.9562795,0.47321966,0.8032136,0.99272525,0.60611784,0.14722918,0.9172229,0.46415156,0.8361923,0.9851023,0.60873944,0.14881846,0.91425943,0.47221702,0.839859,0.98302716,0.6035512,0.16293621,0.86160296,0.47502175,0.8287797,0.9667398,0.34899402,0.3406856,0.9996196,0.29882222,0.36672983,0.9998186,0.5268133,0.2540235,0.9152492,0.220269,0.19752057,0.9911101,0.65699595,0.14109446,0.94669473,0.13925591,0.025414467,0.99061865,0.6558192,0.109663054,0.9388146,0.13089669,0.007934898,0.99181587,0.7296982,0.12454158,0.9377773,0.13494653,0.00091835856,0.9846414,4,Trikonasana
Trikonasana/5914.jpg,0.7669438,0.4999478,0.9999957,0.77733076,0.513523,0.9999757,0.7767042,0.51940215,0.9999887,0.7754318,0.52584743,0.999966,0.7778822,0.5014128,0.99998367,0.7775322,0.49839476,0.9999906,0.77717066,0.49527636,0.99998343,0.76026905,0.54420453,0.9999714,0.76720136,0.5036571,0.99999464,0.7483499,0.5102926,0.999982,0.7509916,0.49411526,0.99999094,0.6698879,0.60084486,0.9999418,0.6816514,0.44657496,0.9999999,0.65107495,0.7150662,0.96033347,0.70145905,0.32253754,0.9982823,0.67383105,0.8204913,0.9241631,0.73403203,0.2145853,0.9961875,0.69185793,0.84684443,0.88848066,0.74207735,0.18223113,0.9910218,0.69720995,0.84516215,0.90053076,0.7483747,0.18258098,0.99209505,0.6871589,0.8382641,0.91563934,0.7444906,0.19197229,0.9940012,0.48662877,0.561598,0.999678,0.4269644,0.5074796,0.99998665,0.58130884,0.70958596,0.7729864,0.30723238,0.62955284,0.9994869,0.68150353,0.8483452,0.9110734,0.192823,0.7685425,0.99904877,0.679287,0.8796886,0.95607513,0.17060304,0.7873749,0.99758923,0.7699462,0.8712796,0.9747182,0.20918173,0.8279167,0.9986273,4,Trikonasana
Trikonasana/59304.jpg,0.40201768,0.24911115,0.99268216,0.38350385,0.2406517,0.98361486,0.3845909,0.23839986,0.98164743,0.38581592,0.23607871,0.9785356,0.377508,0.2533713,0.9901091,0.37435952,0.26024237,0.9916534,0.37142366,0.26777014,0.9897827,0.39306253,0.25051346,0.9844098,0.37288976,0.2979036,0.99292,0.42201537,0.2582746,0.98845285,0.41595036,0.2754341,0.9899582,0.5141011,0.25134337,0.9979036,0.44877952,0.42578217,0.99087197,0.5053949,0.08484116,0.9843365,0.41745287,0.58196324,0.89772314,0.4721204,-0.06939769,0.9246392,0.33057216,0.73163515,0.37649742,0.47356597,-0.09682232,0.78929275,0.30392864,0.762345,0.2974656,0.4667524,-0.11838806,0.796444,0.28985372,0.76216835,0.32738248,0.47053325,-0.09051043,0.8725954,0.30635983,0.75183356,0.37579012,0.7675344,0.48325485,0.9932681,0.6593627,0.5214842,0.97745353,0.8875469,0.7407769,0.97884935,0.4562711,0.6844859,0.7668979,0.9764033,0.80835676,0.7426313,0.23774287,0.7958488,0.6400899,0.9766668,0.82341075,0.65823925,0.22186458,0.8150426,0.6969345,1.0155811,0.8264704,0.5772027,0.1064865,0.81014776,0.58786625,4,Trikonasana
Trikonasana/59318.jpg,0.550675,0.7503353,0.99958783,0.5365403,0.76391184,0.99992347,0.53093755,0.76337683,0.9999138,0.5237137,0.7626041,0.9999459,0.54658353,0.7643185,0.9996929,0.5478448,0.7641354,0.99957615,0.5490589,0.7638847,0.9998754,0.5031208,0.7481183,0.9999509,0.5345568,0.7510073,0.9997731,0.54052764,0.7334401,0.9997757,0.5513228,0.7341533,0.9990206,0.44195348,0.62799287,0.99997425,0.5908511,0.6931176,0.99981207,0.32482833,0.5873296,0.9507721,0.69975144,0.7302008,0.8668029,0.17797536,0.5230035,0.8144477,0.81522727,0.76573634,0.81165594,0.14400113,0.51204586,0.5609299,0.8494649,0.7610318,0.6123314,0.15480745,0.51346374,0.5867452,0.85200655,0.76674455,0.63196707,0.17312688,0.5157357,0.55895764,0.84319085,0.75706196,0.70357877,0.4904359,0.52224404,0.9991386,0.55755633,0.51109874,0.99980134,0.30524346,0.48507094,0.8859734,0.34720737,0.49339485,0.9443301,0.15606242,0.4021352,0.8717273,0.16418397,0.4006053,0.9305684,0.14401239,0.38815045,0.8979149,0.14399347,0.3859112,0.9239823,0.11942333,0.39792302,0.8157422,0.10476309,0.4119587,0.89404595,4,Trikonasana
Trikonasana/5934.jpg,0.55335885,0.86856866,0.9983475,0.56303066,0.8587167,0.9972487,0.56580335,0.8579374,0.9965031,0.56856704,0.85732794,0.9975987,0.55519474,0.8604473,0.99881124,0.5523552,0.86071587,0.9984023,0.549539,0.86095804,0.9982333,0.55406046,0.82837737,0.99661666,0.54435104,0.859661,0.9986583,0.55396146,0.8732257,0.9989466,0.5467486,0.87406474,0.99933606,0.59007835,0.86423033,0.9995771,0.49603084,0.86892724,0.9996575,0.6943581,0.8938844,0.6229484,0.46070945,0.9424602,0.58154577,0.8667895,0.91087174,0.71755743,0.4329453,1.0467703,0.62295705,0.8732965,0.94241494,0.66221625,0.4155637,1.0713699,0.5779754,0.8720318,0.9570231,0.69648486,0.42654142,1.0850095,0.57811105,0.84997964,0.9631889,0.72839904,0.43673542,1.0812852,0.59063023,0.48913172,0.9712084,0.9998331,0.4630569,0.96021235,0.99991643,0.4265466,0.85645825,0.62229425,0.41897535,0.8462466,0.5273653,0.3031494,0.71532243,0.8051792,0.25599012,0.7317233,0.7155311,0.27354863,0.69961053,0.7333691,0.22519504,0.7255001,0.60504687,0.3082159,0.65078044,0.8034545,0.24353875,0.67404056,0.70763177,4,Trikonasana
Trikonasana/59386.jpg,0.54315144,0.08851263,0.99999917,0.5545176,0.07306099,0.9999988,0.56106955,0.07207686,0.9999981,0.5682428,0.07132,0.9999976,0.5431175,0.075002074,0.9999994,0.54102373,0.075396985,0.99999905,0.53880006,0.07582334,0.9999993,0.5888743,0.07776195,0.9999964,0.5514527,0.08136654,0.99999964,0.55869585,0.10513595,0.999997,0.5442136,0.10610716,0.99999917,0.66436905,0.1367442,0.9999616,0.5260246,0.18860492,0.9999974,0.7713307,0.09404695,0.93431544,0.41682887,0.27080548,0.98491675,0.8230571,0.009807169,0.872291,0.31454182,0.32834798,0.98096174,0.85519564,-0.014404476,0.77860606,0.27773526,0.33808228,0.9481699,0.85408986,-0.019842565,0.78343385,0.27526927,0.3363772,0.956739,0.851781,-0.0094331205,0.79621416,0.2881747,0.33531758,0.9653226,0.6325329,0.38807482,0.99999785,0.60100377,0.3701441,0.999995,0.7991783,0.38943347,0.9751285,0.7355246,0.21950707,0.9947535,0.9451095,0.4045155,0.9870717,0.87253994,0.08456543,0.99581224,0.96604425,0.4157061,0.9896478,0.9141966,0.13115306,0.98916954,0.9749221,0.3660306,0.9841955,0.90953493,0.021689683,0.9922563,4,Trikonasana
Trikonasana/59481.jpg,0.25485346,0.5463973,0.99936193,0.24480057,0.5540604,0.9997055,0.2455945,0.55787873,0.99974304,0.2466299,0.56160676,0.999736,0.24377728,0.5434334,0.99956316,0.24383417,0.540294,0.99957484,0.24408779,0.5372666,0.9993767,0.2551365,0.5632224,0.99979645,0.25243154,0.53351635,0.9994148,0.26852632,0.5499973,0.9994461,0.26662293,0.5400904,0.9989968,0.33073878,0.57197845,0.9997253,0.29783025,0.48137844,0.9997248,0.38417402,0.6528474,0.86439806,0.2305642,0.41003418,0.99443036,0.39460763,0.7350095,0.86674887,0.16918442,0.3526086,0.98889166,0.39702758,0.7494933,0.83567554,0.15421292,0.33378696,0.9786935,0.40222323,0.7482213,0.8353413,0.14724794,0.3376938,0.97640705,0.38723215,0.74468267,0.7689042,0.15237173,0.3433378,0.96380776,0.47098735,0.5272095,0.999925,0.4903594,0.48024297,0.9999683,0.41322884,0.6407501,0.9650464,0.6218102,0.5196595,0.99517447,0.39973575,0.7508905,0.9508181,0.76836336,0.5449795,0.9968838,0.4098626,0.7681961,0.95370424,0.7828546,0.5545244,0.9967002,0.36294228,0.79116637,0.95871943,0.8253889,0.55630624,0.99504966,4,Trikonasana
Trikonasana/59490.jpg,0.61996865,0.024538934,0.999959,0.61097103,0.021812081,0.99991333,0.61156297,0.021398708,0.9999143,0.61211014,0.021076128,0.99988747,0.60554683,0.026484624,0.9999558,0.6023909,0.029352784,0.9999683,0.59916484,0.032607645,0.99995756,0.6089381,0.03219168,0.9999429,0.59151065,0.049685523,0.9999871,0.6270937,0.03253299,0.9998623,0.6219225,0.03953044,0.9998934,0.6826519,0.052116647,0.9999554,0.5849933,0.13535012,0.99992085,0.76693964,0.012548402,0.9034219,0.5014544,0.20476559,0.9339294,0.8101043,-0.058742806,0.63369906,0.41060263,0.2551121,0.8698784,0.8232351,-0.08085807,0.5099595,0.38392243,0.2520766,0.839068,0.81619114,-0.08622144,0.52864224,0.3818438,0.24796082,0.85519075,0.81251174,-0.07717313,0.63604635,0.39022353,0.25153697,0.87676215,0.7464651,0.21512206,0.99921286,0.70024794,0.24144058,0.99949896,0.5752937,0.22149171,0.962379,0.6076256,0.38879532,0.9265844,0.4074286,0.26416972,0.93359023,0.49544656,0.51459706,0.9406169,0.3839275,0.2860349,0.9404055,0.48715836,0.5407857,0.9607311,0.3667443,0.22737762,0.95377237,0.46113616,0.52306795,0.92125106,4,Trikonasana
Trikonasana/5954.jpg,0.8707874,0.5323646,0.9999926,0.8615662,0.5500009,0.99997497,0.85611117,0.55176663,0.99997413,0.8503689,0.55356723,0.9999696,0.871443,0.5485277,0.99997354,0.8730422,0.549104,0.99997914,0.874823,0.5496454,0.99996686,0.82876766,0.55263716,0.9999845,0.8597368,0.546372,0.9999708,0.8559073,0.5208341,0.9999895,0.86861545,0.5180095,0.9999722,0.75098944,0.5074476,0.9999932,0.8844749,0.45784056,0.99984145,0.63936144,0.55866736,0.999411,0.9605492,0.38574263,0.90585756,0.54630816,0.6175895,0.9959208,1.0245758,0.34399757,0.8286347,0.5218308,0.63967276,0.9875525,1.0337292,0.3164367,0.79927,0.51905686,0.64534646,0.99016273,1.0321876,0.32326123,0.816274,0.52708346,0.63529474,0.9912175,1.0222312,0.3236978,0.84085643,0.7103267,0.3006509,0.99921405,0.7576177,0.2879426,0.9962907,0.79634064,0.19620919,0.97046363,0.9019163,0.2014061,0.8090059,0.7909938,0.04405138,0.9252349,0.9953438,0.07166405,0.74533314,0.7836273,0.027232349,0.785857,0.9895731,0.041452676,0.81716233,0.8741907,-0.023112029,0.92201483,1.0613638,0.042842686,0.8201811,4,Trikonasana
Trikonasana/5967.jpg,0.6401629,0.790312,0.9999999,0.6295882,0.807923,0.99999964,0.62450397,0.808825,0.99999964,0.61948884,0.80969596,0.99999964,0.6424778,0.8064901,0.9999999,0.6467104,0.8060811,0.99999976,0.65018624,0.8059748,0.99999976,0.60933566,0.80579114,0.9999987,0.65056103,0.79876226,0.9999999,0.6266364,0.77432793,0.9999995,0.64470893,0.77164996,0.9999999,0.5493289,0.7459569,0.99992573,0.69393516,0.6738074,0.9999995,0.44942558,0.8080698,0.98244643,0.79716754,0.58499223,0.9987459,0.3855126,0.8630111,0.88941985,0.90469325,0.5123315,0.9852025,0.36751318,0.8840226,0.8304918,0.93048537,0.5027052,0.9620994,0.37786996,0.88509023,0.83534527,0.9329029,0.49999416,0.963485,0.38169962,0.8736663,0.8521795,0.92546606,0.5011235,0.97267115,0.52519816,0.5888158,0.99982625,0.568228,0.5290432,0.9999871,0.46286413,0.708444,0.9399845,0.3966093,0.4926725,0.9985512,0.4613452,0.77766216,0.88884753,0.27738836,0.48911434,0.9972818,0.45207307,0.7746173,0.90894854,0.26076707,0.4774753,0.99442226,0.47274363,0.83636284,0.95949537,0.21225515,0.50867295,0.99589866,4,Trikonasana
Trikonasana/59851.jpg,0.5136702,0.28234476,0.99992156,0.52591205,0.2910873,0.99950945,0.5256922,0.2965293,0.9997342,0.5254723,0.30227372,0.9993759,0.52380925,0.27638668,0.9997031,0.5223872,0.27302983,0.9997385,0.5208429,0.2689327,0.9994981,0.51646435,0.30450684,0.999587,0.5121405,0.26853707,0.999902,0.49934584,0.29353562,0.99971336,0.49703294,0.27603602,0.9998455,0.4524944,0.35712022,0.9998789,0.4176224,0.22340699,0.9999982,0.47436368,0.46580407,0.85988367,0.37107527,0.13454121,0.9716314,0.5209024,0.58149815,0.6902564,0.3333018,0.043490052,0.9370193,0.53575194,0.6082041,0.5879474,0.32777756,0.01904732,0.8769211,0.54469,0.60685074,0.5912208,0.3269935,0.018895745,0.8883049,0.53718245,0.59789,0.6590797,0.33036476,0.03178954,0.9240335,0.2757652,0.39707768,0.99913365,0.21545328,0.3459609,0.9999386,0.38332513,0.5414493,0.95946234,0.09969671,0.48510966,0.98739725,0.5141896,0.6256652,0.91650057,0.049774006,0.58854604,0.8597207,0.51294076,0.65425396,0.9330234,0.050442204,0.5973521,0.8446452,0.5652487,0.6955223,0.936944,0.014494404,0.6271173,0.8510827,4,Trikonasana
Trikonasana/59883.jpg,0.7196745,0.36137137,0.99004,0.73007065,0.38212988,0.9866427,0.727361,0.38674468,0.98843086,0.7242231,0.3912034,0.98940104,0.73247874,0.37625724,0.9766331,0.7316859,0.37648734,0.9676995,0.7304387,0.37708017,0.9626554,0.69525105,0.41839173,0.9931109,0.7021428,0.3958721,0.9716026,0.6924683,0.37159485,0.99053454,0.69542456,0.3603924,0.97748977,0.559212,0.47776574,0.9993573,0.57537806,0.32636693,0.9993339,0.47945487,0.6304351,0.9338003,0.68225676,0.1705419,0.3085848,0.41233093,0.8035501,0.74260706,0.75991035,0.07618436,0.1827538,0.4081708,0.8532301,0.62109315,0.7768025,0.07313231,0.14353456,0.41286552,0.8651618,0.6447377,0.78150034,0.06445512,0.15673275,0.40825754,0.843153,0.71464473,0.7739928,0.076251656,0.19997174,0.26747975,0.40221742,0.98585397,0.22227043,0.31095642,0.99590707,0.33651733,0.6820537,0.40040118,-1.5646219e-06,0.4473651,0.8462725,0.39229608,0.8900222,0.1873389,-0.20520264,0.5398473,0.62575006,0.372751,0.92487776,0.3275796,-0.2178596,0.5496514,0.621991,0.4617046,0.9748529,0.16992927,-0.2801091,0.5755161,0.5826373,4,Trikonasana
Trikonasana/60050.jpg,0.2211069,0.5389871,0.9896652,0.21857229,0.5489482,0.97706586,0.21854731,0.5493359,0.9715837,0.2182807,0.5497402,0.97405666,0.22024733,0.5497056,0.9690488,0.22153857,0.5505642,0.9541679,0.22266328,0.5513475,0.95061207,0.22376752,0.5499751,0.9643926,0.22994274,0.5514627,0.93704134,0.22587392,0.5345969,0.9817213,0.22814043,0.53564,0.9710154,0.24611692,0.49928537,0.9958741,0.2708274,0.54110545,0.99958163,0.22596113,0.42786673,0.58228713,0.28090024,0.6143315,0.985732,0.18916044,0.36888158,0.38835135,0.2945986,0.7099856,0.97824425,0.18618977,0.3552093,0.29925314,0.28350276,0.6958714,0.94787496,0.1860432,0.3543505,0.33104908,0.2804445,0.69392717,0.9420003,0.18808079,0.35775986,0.37323928,0.28004107,0.6860762,0.93129843,0.2674922,0.39675453,0.9983638,0.2992504,0.39325124,0.999676,0.18613608,0.32615483,0.96599066,0.33023146,0.2716035,0.9916305,0.10021134,0.24708174,0.95494485,0.34824717,0.15088157,0.99319804,0.09626357,0.23336953,0.91992337,0.35338998,0.13810277,0.9663635,0.060122386,0.23163185,0.9333417,0.33366358,0.101374716,0.9808133,4,Trikonasana
Trikonasana/60118.jpg,0.16318533,0.4700293,0.9997435,0.15959248,0.45884484,0.9992912,0.16301692,0.45578134,0.99921465,0.16675201,0.4525534,0.9991211,0.15332347,0.4664465,0.9991572,0.15213042,0.46897724,0.9988845,0.15076205,0.47157022,0.9988073,0.18161058,0.45232707,0.9985655,0.15448746,0.4804726,0.99893075,0.18163827,0.47168162,0.99973315,0.17205855,0.48314726,0.99961543,0.29318696,0.44628716,0.9996654,0.17030922,0.5625223,0.9999932,0.38738334,0.39713275,0.9113804,0.10483608,0.6074875,0.9986186,0.44785318,0.3247354,0.83271354,0.019233495,0.67072755,0.99131644,0.4647226,0.31318924,0.7506805,-0.0027017295,0.6833987,0.970882,0.4671328,0.30075306,0.78141767,-0.008094013,0.6804862,0.9699481,0.46665773,0.30314773,0.7928188,0.0046728253,0.67540944,0.97205013,0.42286056,0.51686335,0.99897015,0.434033,0.5876181,0.99984694,0.44144845,0.39478806,0.8062816,0.5473697,0.56130344,0.9743634,0.45219603,0.24592179,0.44400194,0.62696695,0.5373989,0.8506632,0.46502495,0.2317625,0.5588638,0.6461805,0.498504,0.7999929,0.41475636,0.20048693,0.53300977,0.6568449,0.48555213,0.8419534,4,Trikonasana
Trikonasana/60388.jpg,0.6074529,0.49582276,0.99999833,0.59184676,0.5061424,0.9999944,0.58485377,0.50434506,0.9999951,0.5783149,0.50249994,0.9999943,0.60909086,0.5090786,0.9999963,0.6144962,0.509323,0.999997,0.61969423,0.50942856,0.99999547,0.56794333,0.4875832,0.9999939,0.61909217,0.49576724,0.9999964,0.59642625,0.4695593,0.9999938,0.6204628,0.4745387,0.9999931,0.5353259,0.37023285,0.9999815,0.69556856,0.38094768,0.99987507,0.38654333,0.40330657,0.9989849,0.8203721,0.33641094,0.91466653,0.26523453,0.4198191,0.9923435,0.95309746,0.31106198,0.8746696,0.22565782,0.43062735,0.97421885,0.9855192,0.32353652,0.80891246,0.22135997,0.43563026,0.97892296,0.98724735,0.326985,0.82689553,0.23653379,0.43047118,0.9836738,0.9778596,0.3177162,0.8523411,0.63155764,0.075817555,0.9999285,0.68891025,0.123590276,0.99991775,0.7974161,0.10910297,0.93272597,0.870608,0.18913905,0.7153152,0.89435995,0.16728848,0.33633155,0.9427112,0.19878215,0.5419826,0.8976191,0.17014353,0.4851575,0.9570503,0.18921742,0.5399936,0.9530544,0.21312705,0.37696445,0.98128176,0.2501,0.6448842,4,Trikonasana
Trikonasana/60800.jpg,0.49016246,0.5737022,0.9997769,0.47085065,0.57954335,0.99748033,0.4667122,0.5773081,0.99904996,0.462066,0.5749018,0.997171,0.47424424,0.5830807,0.99775475,0.47270215,0.5835005,0.9986842,0.4707632,0.5839367,0.99689037,0.43932286,0.5534662,0.99868697,0.45218337,0.5634668,0.9994456,0.4898396,0.5536963,0.99897456,0.4942053,0.55903816,0.9993467,0.41543996,0.45271146,0.9999213,0.53183854,0.5232979,0.9999982,0.30892238,0.38627654,0.97536224,0.6393781,0.5821308,0.9930784,0.21587977,0.33099866,0.9125977,0.72512937,0.6439785,0.9893596,0.18569016,0.3237415,0.8254256,0.7493942,0.6700686,0.96314037,0.17919657,0.32588568,0.83671546,0.7497585,0.6730317,0.9681731,0.19081333,0.3249565,0.8626428,0.7434827,0.6629133,0.9768251,0.5427945,0.31375605,0.99575824,0.61918485,0.29452485,0.9994586,0.35145685,0.3126915,0.77367324,0.59276223,0.11793257,0.9755005,0.17625538,0.32334715,0.78825545,0.5561619,-0.027675241,0.7914084,0.15381044,0.306797,0.85990185,0.5404696,-0.041840166,0.8099949,0.086618066,0.37598607,0.8537992,0.5387601,-0.10466626,0.8488779,4,Trikonasana
Trikonasana/60845.jpg,0.6696495,0.7455175,0.9998497,0.6872004,0.76381063,0.99976236,0.686448,0.76639533,0.9996635,0.6856615,0.7687456,0.99964,0.6944027,0.75408614,0.9998418,0.6987493,0.7497931,0.9998443,0.7028984,0.7449808,0.99981636,0.68876576,0.7593645,0.9996716,0.71277344,0.7245084,0.999833,0.6527003,0.732781,0.9997322,0.6642865,0.72089857,0.9997328,0.57432413,0.7087463,0.9996401,0.6841622,0.60298645,0.9961797,0.46164387,0.7922324,0.98339903,0.82016075,0.52702236,0.99241006,0.3832061,0.8976824,0.9933536,0.95023483,0.490122,0.9744707,0.35833085,0.9283731,0.9817042,0.97932637,0.48618525,0.9360744,0.3658328,0.934345,0.9838299,0.9836165,0.48898035,0.9416695,0.37430295,0.92304957,0.98583984,0.96614456,0.485449,0.94599724,0.36545262,0.39202583,0.9996853,0.42968595,0.40659016,0.99699914,0.38351488,0.14541349,0.99542195,0.66174126,0.40443295,0.58393496,0.43939,0.019591153,0.9028571,0.88900805,0.4108086,0.6999208,0.4686594,0.011885643,0.9111305,0.90916973,0.40592623,0.8233107,0.47265744,-0.01868558,0.8813463,0.9741005,0.47107542,0.80128664,4,Trikonasana
